 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_23145222-012f-418e-8ba1-9909e9d77a11.tif:growth cone:1,12.146,157.936,33.506,118.008,115,255,1918.368,151,37115
2,SUM_23145222-012f-418e-8ba1-9909e9d77a11.tif:growth cone background:1,12.146,115.838,2.550,114.039,114,134,1407.027,115,27222
