 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:cell body:1,521.058,239.346,165.524,130.754,117.000,1123.000,124713.422,163.000,2412852.000,0.000
2,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:nucleus:1,77.944,569.729,135.689,535.779,150.000,1123.000,44407.059,562.000,859151.000,0.000
3,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:cytoplasm:1,443.114,181.232,80.008,134.574,117.000,935.000,80306.363,154.000,1553701.000,0.000
4,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 1:1,3.670,129.436,7.746,127.567,120.843,164.425,475.004,127.534,9189.981,16.017
5,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 1 background:1,3.670,119.056,1.493,118.719,117.080,124.638,436.911,118.723,8452.996,16.017
6,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 2:1,2.843,137.057,7.548,132.946,126.401,167.773,389.626,135.787,7538.154,12.304
7,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 2 background:1,2.843,119.822,2.587,118.213,117.591,132.761,340.629,119.099,6590.214,12.304
8,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 3:1,3.308,123.005,4.349,120.269,117.000,138.737,406.899,121.468,7872.351,14.371
9,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:dendrite 3 background:1,3.308,118.781,1.705,117.023,117.000,128.558,392.925,118.407,7601.991,14.371
10,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:AIS:1,6.823,140.226,10.814,133.098,122.934,174.460,956.722,137.533,18509.857,29.873
11,SUM_856f5b54-f82a-4c89-a57a-70cf1fc9a05f.tif:AIS background:1,6.823,119.727,5.414,117.079,117.000,157.323,816.865,118.453,15804.029,29.873
