 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:cell body:1,240.500,106.351,12.079,97.219,93.000,237.000,0.000,0.000,25577.485,102.000,494852.000,0,0.000
2,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:nucleus:1,100.790,104.468,11.350,96.918,93.000,211.000,0.000,0.000,10529.343,101.000,203713.000,0,0.000
3,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:cytoplasm:1,139.710,107.710,12.405,96.094,93.000,237.000,0.000,0.000,15048.143,104.000,291139.000,0,0.000
4,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 1:1,2.946,95.602,2.311,93.016,93.000,101.205,0.000,0.000,281.658,94.996,5449.295,0,12.786
5,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 1 background:1,2.946,93.002,0.014,93.000,93.000,93.106,0.000,0.000,273.999,93.000,5301.106,0,12.786
6,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 2:1,3.721,95.117,1.717,93.332,93.000,103.000,0.000,0.000,353.976,94.769,6848.429,0,16.236
7,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 2 background:1,3.721,93.016,0.096,93.002,93.000,93.785,0.000,0.000,346.156,93.000,6697.134,0,16.236
8,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 3:1,0.000,93.000,0.000,93.000,93.000,93.000,81.959,77.185,4.807,93.000,93.000,1,0.000
9,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:dendrite 3 background:1,0.000,93.000,0.000,93.000,93.000,93.000,84.232,79.458,4.807,93.000,93.000,1,0.000
10,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:AIS:1,6.926,100.682,3.780,97.018,94.122,112.423,0.000,0.000,697.331,99.809,13491.380,0,30.290
11,SUM_8fb05643-9adf-4465-a1d6-d83897e4a62d.tif:AIS background:1,6.926,93.008,0.068,93.001,93.000,93.752,0.000,0.000,644.183,93.000,12463.122,0,30.290
