 ,Area,Mean,Min,Max,Length,file
1,0.246,163.157,73.942,228.287,2.052,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
2,0.039,199.863,147.133,237.936,0.336,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
3,0.078,102.325,46.368,165.875,0.668,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
4,0.052,192.865,110.470,247.463,0.343,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
5,0.039,184.180,120.274,238.348,0.324,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
6,0.362,114.565,60.936,232.433,3.098,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
7,0.039,185.371,114.302,243.593,0.271,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
8,0.258,96.425,31.268,172.325,2.178,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
9,0.039,168.818,75.746,243.916,0.271,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
10,0.039,211.104,152.506,252.056,0.269,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
11,0.039,219.600,169.408,253.209,0.307,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
12,0.065,186.598,146.950,200.484,0.554,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
13,0.129,128.480,61.675,205.054,1.040,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
14,0.052,195.657,114.194,249.404,0.452,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
15,0.052,227.005,164.956,254.336,0.438,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
16,0.052,162.407,114.496,201.641,0.451,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
17,0.052,183.675,71.111,247.666,0.395,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
18,0.039,204.148,147.572,249.842,0.314,7cb3e264-5136-4ae5-abca-695b5ac54dbf.tif
