 ,Area,Mean,Min,Max,Length,file
1,0.801,47.127,20.453,150.779,7.049,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
2,0.439,76.121,18.776,249.458,3.776,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
3,0.426,35.568,11.373,109.639,3.724,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
4,0.207,69.231,43.870,101.317,1.733,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
5,0.556,65.712,25.319,115.955,4.784,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
6,0.233,64.635,19.917,111.302,1.981,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
7,0.052,113.035,50.990,167.034,0.349,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
8,0.297,89.579,34.585,178.142,2.541,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
9,0.762,50.928,15.644,134.552,6.617,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
10,0.090,96.623,74.887,128.580,0.793,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
11,0.052,99.481,32.230,159.638,0.390,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
12,0.052,43.224,30.624,56.709,0.375,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
13,0.052,56.811,24.703,78.485,0.364,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
14,0.220,53.051,34.418,74.172,1.883,5103c948-9ce3-473f-a0e8-fe04b381b061.tif
