 ,Area,Mean,Min,Max,Length,file
1,0.052,25.873,17.334,34.264,0.407,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
2,0.194,27.565,22.095,37.932,1.644,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
3,0.310,20.728,13.193,28.765,2.719,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
4,0.078,38.393,17.330,57.823,0.588,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
5,0.039,39.462,23.478,56.675,0.329,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
6,0.052,25.046,12.462,39.216,0.394,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
7,0.090,56.658,34.139,76.862,0.721,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
8,0.090,32.013,12.576,53.124,0.729,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
9,0.246,30.274,17.201,54.994,2.151,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
10,0.039,42.176,19.566,66.954,0.241,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
11,0.090,17.435,4.831,36.248,0.683,1395f85f-dad2-43c7-8c3b-ab4ad650bab4.tif
