 ,Area,Mean,Min,Max,Length,file
1,0.297,89.618,50.568,154.688,2.524,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
2,0.284,124.575,56.744,219.665,2.474,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
3,0.142,82.831,55.558,98.757,1.276,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
4,0.194,93.142,75.678,122.516,1.686,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
5,0.065,137.342,75.791,202.602,0.491,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
6,0.530,88.681,28.089,199.837,4.622,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
7,0.129,74.154,46.478,143.595,1.085,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
8,0.090,118.407,102.780,143.217,0.731,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
9,0.220,70.553,23.758,127.036,1.852,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
10,0.246,72.627,23.490,117.489,2.107,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
11,0.530,113.966,66.505,243.368,4.613,b2cbd007-4a85-443a-9af8-460fcb210f73.tif
