 ,Area,Mean,Min,Max,Length,file
1,0.078,228.065,150.386,254.568,0.676,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
2,0.543,158.007,54.155,251.088,4.727,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
3,0.297,166.347,57.718,253.049,2.510,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
4,0.103,169.155,139.654,239.934,0.897,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
5,0.090,244.238,203.988,255.000,0.784,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
6,0.633,166.555,70.497,245.439,5.590,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
7,0.103,209.129,121.761,253.773,0.856,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
8,0.168,185.127,91.335,245.467,1.420,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
9,0.672,164.262,78.337,253.238,5.936,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
10,0.284,165.267,89.738,215.901,2.410,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
11,0.737,156.108,88.480,243.893,6.418,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
12,0.439,157.419,76.699,254.860,3.830,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
13,0.039,180.152,96.107,247.646,0.274,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
14,0.039,175.849,136.147,218.251,0.334,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
15,0.388,137.136,70.661,218.795,3.374,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
16,0.052,85.359,58.450,117.890,0.369,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
17,0.685,91.041,48.195,216.202,6.004,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
18,0.039,153.141,98.005,186.324,0.270,6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif
