 ,Area,Mean,Min,Max,Length,file
1,0.620,21.823,6.652,91.967,5.378,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
2,0.039,138.163,85.530,186.906,0.302,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
3,0.078,124.554,24.926,199.137,0.572,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
4,0.052,118.355,52.638,202.723,0.361,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
5,0.504,43.327,19.311,174.383,4.414,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
6,0.065,109.721,83.587,130.056,0.542,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
7,0.052,78.771,41.087,119.786,0.343,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
8,0.362,42.247,13.302,92.556,3.100,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
9,0.078,115.176,45.470,216.267,0.593,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
10,0.181,143.427,90.290,184.259,1.542,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
11,0.039,123.847,100.179,152.534,0.301,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
12,0.090,94.262,42.080,210.838,0.783,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
13,0.052,96.889,61.284,129.141,0.351,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
14,0.116,64.740,40.461,149.927,0.930,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
15,0.103,45.533,28.768,88.509,0.817,6dbb8700-1599-4184-9f15-cd3569c50e97.tif
