 ,Area,Mean,Min,Max,Length,file
1,0.336,97.076,23.616,246.122,2.890,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
2,0.039,81.535,36.509,128.790,0.268,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
3,0.413,55.385,15.428,212.943,3.575,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
4,0.052,66.472,35.501,95.913,0.436,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
5,0.052,65.975,40.612,98.854,0.429,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
6,0.078,81.007,41.353,137.392,0.669,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
7,0.142,215.633,145.317,254.705,1.199,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
8,0.207,125.008,68.329,209.860,1.781,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
9,0.465,60.495,14.549,233.119,4.076,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
10,0.375,22.636,11.575,62.198,3.187,ab9e44bb-a28a-4a6e-9038-63d3cce42821.tif
