 ,Area,Mean,Min,Max,Length,file
1,0.297,40.612,18.678,182.347,2.537,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
2,0.155,102.871,43.710,132.240,1.274,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
3,0.103,187.589,57.602,251.185,0.875,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
4,0.078,74.525,49.593,96.469,0.614,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
5,0.090,148.433,120.182,184.704,0.766,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
6,0.039,114.120,87.577,144.544,0.322,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
7,0.039,81.810,44.714,120.020,0.238,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
8,0.026,78.333,59.986,96.680,0.200,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
9,0.078,27.515,20.972,47.667,0.679,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
10,0.078,82.969,36.571,109.413,0.614,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
11,0.052,87.508,33.164,152.538,0.377,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
12,0.090,66.409,22.753,128.799,0.709,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
13,0.052,91.491,73.197,99.866,0.426,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
14,0.103,86.676,31.447,134.667,0.838,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
15,0.039,68.611,50.505,85.000,0.281,b37dcbe1-1e7d-4e43-9f68-eecbc0cd4568.tif
