 ,Area,Mean,Min,Max,Length,file
1,0.039,172.438,132.480,200.606,0.307,11f42954-86fa-4c93-989e-db2721c121e6.tif
2,0.039,200.687,142.936,238.758,0.302,11f42954-86fa-4c93-989e-db2721c121e6.tif
3,0.271,137.174,64.336,235.399,2.371,11f42954-86fa-4c93-989e-db2721c121e6.tif
4,0.039,174.957,106.702,230.164,0.271,11f42954-86fa-4c93-989e-db2721c121e6.tif
5,0.375,79.493,47.759,133.315,3.253,11f42954-86fa-4c93-989e-db2721c121e6.tif
6,0.052,90.279,66.808,134.022,0.362,11f42954-86fa-4c93-989e-db2721c121e6.tif
7,0.246,97.195,47.374,178.034,2.061,11f42954-86fa-4c93-989e-db2721c121e6.tif
8,0.246,149.491,65.865,233.687,2.087,11f42954-86fa-4c93-989e-db2721c121e6.tif
9,0.543,81.849,36.630,227.318,4.746,11f42954-86fa-4c93-989e-db2721c121e6.tif
10,0.594,135.458,74.667,253.607,5.174,11f42954-86fa-4c93-989e-db2721c121e6.tif
11,0.336,99.623,52.814,227.403,2.923,11f42954-86fa-4c93-989e-db2721c121e6.tif
12,0.452,55.640,34.487,148.227,3.949,11f42954-86fa-4c93-989e-db2721c121e6.tif
