 ,Area,Mean,Min,Max,Length,file
1,0.194,31.903,20.031,48.871,1.610,a2547655-4188-4368-8224-54713964baa6.tif
2,0.181,18.136,11.183,39.111,1.581,a2547655-4188-4368-8224-54713964baa6.tif
3,0.039,18.150,16.204,20.836,0.271,a2547655-4188-4368-8224-54713964baa6.tif
4,0.103,27.016,13.450,50.423,0.822,a2547655-4188-4368-8224-54713964baa6.tif
5,0.181,28.033,20.183,38.178,1.511,a2547655-4188-4368-8224-54713964baa6.tif
6,0.401,21.776,12.084,37.524,3.458,a2547655-4188-4368-8224-54713964baa6.tif
7,0.039,15.625,10.517,24.151,0.268,a2547655-4188-4368-8224-54713964baa6.tif
8,0.039,25.781,14.447,36.184,0.241,a2547655-4188-4368-8224-54713964baa6.tif
9,0.103,33.438,16.137,49.995,0.900,a2547655-4188-4368-8224-54713964baa6.tif
10,0.194,28.280,12.570,46.986,1.700,a2547655-4188-4368-8224-54713964baa6.tif
11,0.052,43.924,24.144,59.482,0.407,a2547655-4188-4368-8224-54713964baa6.tif
12,0.336,19.489,9.624,57.854,2.857,a2547655-4188-4368-8224-54713964baa6.tif
13,0.439,28.058,10.079,75.462,3.796,a2547655-4188-4368-8224-54713964baa6.tif
