 ,Area,Mean,Min,Max,Length,file
1,0.258,243.402,138.664,255.000,2.228,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
2,0.181,233.524,95.459,253.711,1.502,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
3,0.388,209.453,86.223,253.570,3.394,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
4,0.052,238.064,196.248,254.981,0.445,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
5,0.413,224.826,87.832,255.000,3.543,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
6,0.220,246.798,184.038,255.000,1.945,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
7,0.142,239.606,151.882,255.000,1.173,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
8,0.581,213.163,158.192,254.982,5.135,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
9,0.284,245.159,118.758,255.000,2.457,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
10,0.220,225.105,81.469,254.995,1.874,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
11,0.194,228.408,87.547,252.828,1.617,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
12,0.039,172.483,100.597,238.356,0.276,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
13,0.207,238.789,99.753,255.000,1.779,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
14,0.155,238.838,136.134,255.000,1.302,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
15,0.181,221.808,196.599,253.671,1.593,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
16,0.543,195.332,120.959,243.363,4.783,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
17,0.052,136.373,109.185,168.051,0.407,23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif
