 ,Area,Mean,Min,Max,Length,file
1,0.543,39.874,12.180,166.559,4.738,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
2,0.633,42.641,18.918,89.106,5.497,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
3,0.103,72.079,56.113,90.834,0.874,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
4,0.026,94.660,79.440,109.879,0.180,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
5,0.039,92.227,59.516,127.380,0.305,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
6,0.413,46.339,24.294,109.829,3.621,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
7,0.052,96.837,67.141,127.839,0.417,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
8,0.052,84.658,55.315,100.466,0.423,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
9,0.039,94.047,48.601,142.951,0.305,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
10,0.026,99.434,77.854,121.013,0.180,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
11,0.297,49.452,26.553,113.922,2.588,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
12,0.258,41.135,25.381,97.605,2.169,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
13,0.065,46.496,20.259,69.700,0.480,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
14,0.065,107.998,49.753,182.434,0.483,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
15,0.065,152.222,85.430,195.073,0.542,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
16,0.052,78.841,27.352,133.916,0.341,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
17,0.065,101.367,60.834,124.007,0.542,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
18,0.052,87.396,42.715,136.011,0.407,1c9bae69-6b16-4439-9e32-35fbbe674eda.tif
