 ,Area,Mean,Min,Max,Length,file
1,0.310,146.636,98.362,235.001,2.705,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
2,0.129,133.949,99.086,208.030,1.094,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
3,0.336,72.675,49.482,107.441,2.884,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
4,0.142,197.649,148.205,247.430,1.233,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
5,0.349,90.848,30.317,230.109,3.056,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
6,0.090,134.364,63.951,199.199,0.738,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
7,0.065,88.769,44.903,121.545,0.483,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
8,0.336,103.634,34.845,252.625,2.868,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
9,0.310,90.511,67.807,167.523,2.695,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
10,0.026,231.637,211.798,251.477,0.212,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
11,0.078,138.765,71.480,198.444,0.606,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
12,0.078,79.022,42.614,117.299,0.599,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
13,0.181,81.160,50.980,97.448,1.549,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
14,0.284,174.747,66.702,254.739,2.475,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
15,0.090,118.606,80.982,153.440,0.744,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
16,0.052,92.464,45.320,139.207,0.359,26a83040-b9b9-4fef-a5ce-a4d287bfc441.tif
