 ,Area,Mean,Min,Max,Length,file
1,0.194,106.523,62.823,204.810,1.693,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
2,0.039,125.686,46.488,213.676,0.242,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
3,0.142,121.892,47.251,195.492,1.207,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
4,0.116,66.719,42.976,130.536,0.960,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
5,0.323,89.738,55.096,210.662,2.733,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
6,0.078,93.095,60.268,133.466,0.592,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
7,0.401,98.373,32.289,250.974,3.523,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
8,0.349,81.993,47.224,145.999,2.987,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
9,0.737,94.765,41.651,226.875,6.465,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
10,0.233,103.588,26.103,182.237,2.015,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
11,0.775,119.056,53.187,238.582,6.856,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
12,0.181,103.799,42.513,163.431,1.507,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
13,0.194,104.714,51.884,163.181,1.638,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
14,0.271,137.300,41.765,254.947,2.279,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
15,0.039,88.561,51.431,124.874,0.324,f77bf93f-8ecd-43a4-98ab-56baadbc455b.tif
