 ,Area,Mean,Min,Max,Length,file
1,0.116,219.763,131.931,252.695,1.014,7f367e61-4097-4b88-b604-ce55b248bddb.tif
2,0.052,190.972,85.677,254.752,0.391,7f367e61-4097-4b88-b604-ce55b248bddb.tif
3,0.323,164.086,95.068,255.000,2.760,7f367e61-4097-4b88-b604-ce55b248bddb.tif
4,0.090,194.842,45.433,255.000,0.698,7f367e61-4097-4b88-b604-ce55b248bddb.tif
5,0.116,193.043,146.700,243.926,1.011,7f367e61-4097-4b88-b604-ce55b248bddb.tif
6,0.116,208.722,122.707,254.204,0.994,7f367e61-4097-4b88-b604-ce55b248bddb.tif
7,0.090,203.435,91.480,253.527,0.747,7f367e61-4097-4b88-b604-ce55b248bddb.tif
8,0.426,185.823,84.538,254.413,3.678,7f367e61-4097-4b88-b604-ce55b248bddb.tif
9,0.065,201.951,87.712,253.271,0.460,7f367e61-4097-4b88-b604-ce55b248bddb.tif
10,0.039,183.200,104.950,244.574,0.314,7f367e61-4097-4b88-b604-ce55b248bddb.tif
11,0.078,189.616,106.944,245.262,0.648,7f367e61-4097-4b88-b604-ce55b248bddb.tif
12,0.026,228.205,209.748,246.662,0.219,7f367e61-4097-4b88-b604-ce55b248bddb.tif
13,0.142,232.402,182.906,252.005,1.209,7f367e61-4097-4b88-b604-ce55b248bddb.tif
14,0.258,161.126,82.039,237.593,2.216,7f367e61-4097-4b88-b604-ce55b248bddb.tif
15,0.129,236.110,125.759,254.933,1.098,7f367e61-4097-4b88-b604-ce55b248bddb.tif
16,0.116,202.643,65.786,253.499,0.915,7f367e61-4097-4b88-b604-ce55b248bddb.tif
17,0.310,145.670,95.645,251.317,2.677,7f367e61-4097-4b88-b604-ce55b248bddb.tif
