 ,Area,Mean,Min,Max,Length,file
1,0.078,42.942,30.056,53.016,0.571,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
2,0.052,101.593,85.877,108.084,0.431,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
3,0.039,119.990,75.076,169.937,0.248,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
4,0.052,125.158,80.409,161.758,0.372,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
5,0.362,55.670,20.104,120.184,3.132,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
6,0.065,124.234,98.148,139.238,0.496,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
7,0.026,134.591,113.534,155.648,0.213,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
8,0.788,46.109,22.369,103.635,6.875,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
9,0.090,83.818,56.701,129.366,0.767,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
10,0.116,109.407,61.497,212.924,0.991,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
11,0.426,63.359,25.355,243.300,3.739,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
12,0.129,83.646,52.102,108.964,1.128,45828030-1865-4aa5-85fe-0aca2049ceaf.tif
