 ,Area,Mean,Min,Max,Length,file
1,0.607,57.994,21.034,219.012,5.299,48eca537-8226-419e-9d63-8de5b02486b5.tif
2,0.349,60.825,29.428,146.106,3.060,48eca537-8226-419e-9d63-8de5b02486b5.tif
3,0.439,33.128,13.794,68.571,3.814,48eca537-8226-419e-9d63-8de5b02486b5.tif
4,0.246,86.033,32.185,176.953,2.168,48eca537-8226-419e-9d63-8de5b02486b5.tif
5,0.220,45.682,29.645,89.381,1.829,48eca537-8226-419e-9d63-8de5b02486b5.tif
6,0.065,57.096,34.745,75.086,0.465,48eca537-8226-419e-9d63-8de5b02486b5.tif
7,0.039,48.641,42.983,58.885,0.335,48eca537-8226-419e-9d63-8de5b02486b5.tif
8,0.310,60.966,20.673,162.792,2.665,48eca537-8226-419e-9d63-8de5b02486b5.tif
9,0.129,87.638,63.592,126.671,1.120,48eca537-8226-419e-9d63-8de5b02486b5.tif
10,0.039,139.756,72.015,201.496,0.239,48eca537-8226-419e-9d63-8de5b02486b5.tif
11,0.258,91.125,39.713,161.019,2.181,48eca537-8226-419e-9d63-8de5b02486b5.tif
12,0.271,48.646,17.507,174.144,2.341,48eca537-8226-419e-9d63-8de5b02486b5.tif
13,0.142,89.754,46.451,180.240,1.196,48eca537-8226-419e-9d63-8de5b02486b5.tif
14,0.129,122.632,74.884,183.724,1.098,48eca537-8226-419e-9d63-8de5b02486b5.tif
15,0.388,143.637,53.833,246.017,3.373,48eca537-8226-419e-9d63-8de5b02486b5.tif
