 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_DIV15_1_GC.tif:growth cone:1,17.625,36.985,12.929,43,6,98,651.878,37,12612
2,MAX_SLC38A1_DIV15_1_GC.tif:growth cone background:1,17.625,23.279,10.549,10,6,63,410.293,23,7938
