 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_DIV3_6_GC.tif:growth cone:1,239.880,8.750,4.676,6,0,43,2099.066,8,40611.000
2,MAX_SLC38A1_DIV3_6_GC.tif:growth cone background:1,239.880,3.799,2.348,2,0,22,911.244,4,17630.000
