 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_CNC97_DIV15_5_GC.tif:growth cone:1,11.991,59.332,17.441,47,24,134,711.474,57,13765
2,MAX_CNC97_DIV15_5_GC.tif:growth cone background:1,11.991,44.207,14.776,48,12,91,530.103,44,10256
