 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_BCAP31_DIV15_5_soma.tif:cell body:1,289.706,199.187,53.050,255.000,31.000,255.000,57705.644,213.000,1116441.000,0.000
2,MAX_BCAP31_DIV15_5_soma.tif:nucleus:1,117.485,246.229,12.008,255.000,127.000,255.000,28928.208,250.000,559679.000,0.000
3,MAX_BCAP31_DIV15_5_soma.tif:cytoplasm:1,172.222,167.095,45.783,163.000,31.000,255.000,28777.436,170.000,556762.000,0.000
4,MAX_BCAP31_DIV15_5_soma.tif:dendrite 1:1,7.029,97.354,25.413,63.142,52.262,170.785,684.345,94.786,13240.141,30.811
5,MAX_BCAP31_DIV15_5_soma.tif:dendrite 1 background:1,7.029,68.949,35.780,106.310,11.055,134.524,484.673,74.973,9377.050,30.811
6,MAX_BCAP31_DIV15_5_soma.tif:dendrite 2:1,8.787,101.736,31.943,85.715,45.524,237.840,893.940,97.174,17295.201,38.534
7,MAX_BCAP31_DIV15_5_soma.tif:dendrite 2 background:1,8.787,51.520,36.692,23.510,12.614,204.980,452.699,43.652,8758.455,38.534
8,MAX_BCAP31_DIV15_5_soma.tif:dendrite 3:1,7.650,89.950,30.507,65.874,33.089,192.955,688.089,83.696,13312.583,33.536
9,MAX_BCAP31_DIV15_5_soma.tif:dendrite 3 background:1,7.650,65.744,48.389,52.684,15.500,234.330,502.925,53.525,9730.176,33.536
10,MAX_BCAP31_DIV15_5_soma.tif:AIS:1,9.510,87.009,27.555,58.533,36.252,167.379,827.489,80.826,16009.577,41.660
11,MAX_BCAP31_DIV15_5_soma.tif:AIS background:1,9.510,43.999,41.887,15.655,8.979,236.874,418.452,31.813,8095.858,41.660
