 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31_DIV3_1_GC.tif:growth cone:1,24.448,53.116,31.919,28,6,168,1298.588,47,25124
2,MAX_BCAP31_DIV3_1_GC.tif:growth cone background:1,24.448,5.535,3.062,6,0,37,135.317,5,2618
