 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31_DIV15_6_GC.tif:growth cone:1,5.427,57.210,37.180,21,12,173,310.485,47,6007
2,MAX_BCAP31_DIV15_6_GC.tif:growth cone background:1,5.427,22.162,22.740,13,6,120,120.276,14,2327
