 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_537cb690-fe72-459a-9fe7-b45728a66c4a.tif:growth cone:1,3.877,85.920,3.440,85.014,81,96,333.072,85,6444
2,SUM_537cb690-fe72-459a-9fe7-b45728a66c4a.tif:growth cone background:1,3.877,82.147,1.658,81.016,81,89,318.444,82,6161
