 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_cb5543e0-b7e6-460f-be08-b941ade574e7.tif:growth cone:1,5.014,261.969,81.495,296.709,120,505,1313.422,255,25411
2,SUM_cb5543e0-b7e6-460f-be08-b941ade574e7.tif:growth cone background:1,5.014,137.825,36.236,109.766,95,263,691.005,123,13369
