 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_398552b9-0d50-48a4-b016-6df77d8c5c28.tif:growth cone:1,5.634,250.633,27.682,231.848,193,363,1412.041,246,27319
2,SUM_398552b9-0d50-48a4-b016-6df77d8c5c28.tif:growth cone background:1,5.634,234.266,21.376,232.098,191,317,1319.831,233,25535
