 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BFA_4_GC.tif:growth cone:1,30.289,14.761,7.979,11,3,61,447.094,13,8650
2,MAX_BFA_4_GC.tif:growth cone background:1,30.289,3.980,1.091,3,3,9,120.534,4,2332
