 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-H89_2_GC.tif:growth cone:1,112.109,14.890,10.486,7,3,125,1669.288,12,32296
2,MAX_DMSO-for-H89_2_GC.tif:growth cone background:1,112.109,3.850,1.433,3,3,30,431.588,3,8350
