 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_DMSO-for-GCA_5_BOTH.tif:cell body:1,377.058,33.287,34.808,7.000,3.000,238.000,12551.085,17.000,242828.000,0.000
2,MAX_DMSO-for-GCA_5_BOTH.tif:nucleus:1,61.663,84.054,27.806,70.000,28.000,238.000,5183.031,79.000,100277.000,0.000
3,MAX_DMSO-for-GCA_5_BOTH.tif:cytoplasm:1,315.395,23.361,26.362,7.000,3.000,223.000,7368.054,14.000,142551.000,0.000
4,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 1:1,5.944,11.146,5.893,9.041,4.284,41.755,66.251,9.495,1281.769,26.102
5,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 1 background:1,5.944,4.137,0.759,3.999,3.009,6.820,24.591,4.000,475.768,26.102
6,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 2:1,4.807,9.273,3.420,8.386,4.879,23.017,44.573,8.367,862.354,20.968
7,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 2 background:1,4.807,4.087,0.664,4.002,3.000,5.899,19.644,4.000,380.061,20.968
8,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 3:1,3.515,13.206,5.042,7.379,6.006,30.251,46.415,12.790,897.998,15.345
9,MAX_DMSO-for-GCA_5_BOTH.tif:dendrite 3 background:1,3.515,4.308,0.839,4.005,3.000,8.304,15.140,4.084,292.911,15.345
10,MAX_DMSO-for-GCA_5_BOTH.tif:AIS:1,4.290,19.135,8.066,11.257,9.721,70.237,82.089,17.299,1588.187,18.742
11,MAX_DMSO-for-GCA_5_BOTH.tif:AIS background:1,4.290,4.289,0.868,3.432,3.000,7.516,18.401,4.000,356.004,18.742
12,MAX_DMSO-for-GCA_5_BOTH.tif:axon:1,14.472,14.387,6.030,13.207,6.058,50.153,208.221,13.237,4028.481,63.597
13,MAX_DMSO-for-GCA_5_BOTH.tif:axon background:1,14.472,4.328,1.000,3.512,3.000,12.041,62.638,4.116,1211.862,63.597
14,MAX_DMSO-for-GCA_5_BOTH.tif:growth cone:1,52.101,7.604,3.952,5.000,3.000,50.000,396.182,7.000,7665.000,0.000
15,MAX_DMSO-for-GCA_5_BOTH.tif:growth cone background:1,52.101,4.118,1.087,4.000,3.000,11.000,214.553,4.000,4151.000,0.000
