 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_DMSO-for-H89_1_soma.tif:cell body:1,570.213,39.006,42.606,7.000,3.000,237.000,22241.442,20.000,430309.000,0.000
2,MAX_DMSO-for-H89_1_soma.tif:nucleus:1,56.339,99.577,35.869,77.000,21.000,237.000,5610.071,90.000,108539.000,0.000
3,MAX_DMSO-for-H89_1_soma.tif:cytoplasm:1,513.874,32.365,37.776,7.000,3.000,236.000,16631.371,17.000,321770.000,0.000
4,MAX_DMSO-for-H89_1_soma.tif:dendrite 1:1,2.378,12.457,5.686,7.182,4.442,24.196,29.618,11.341,573.017,10.272
5,MAX_DMSO-for-H89_1_soma.tif:dendrite 1 background:1,2.378,4.307,0.824,3.713,3.000,8.000,10.240,4.227,198.116,10.272
6,MAX_DMSO-for-H89_1_soma.tif:dendrite 2:1,1.757,12.880,3.665,10.784,8.000,22.114,22.634,12.748,437.905,7.583
7,MAX_DMSO-for-H89_1_soma.tif:dendrite 2 background:1,1.757,4.014,0.730,3.005,3.000,5.576,7.054,3.989,136.467,7.583
8,MAX_DMSO-for-H89_1_soma.tif:dendrite 3:1,1.240,14.369,3.233,17.454,8.801,19.528,17.824,14.353,344.851,5.345
9,MAX_DMSO-for-H89_1_soma.tif:dendrite 3 background:1,1.240,5.601,2.689,4.000,3.382,13.584,6.948,4.888,134.423,5.345
10,MAX_DMSO-for-H89_1_soma.tif:AIS:1,7.753,24.472,11.920,18.575,8.000,93.940,189.730,22.174,3670.736,34.081
11,MAX_DMSO-for-H89_1_soma.tif:AIS background:1,7.753,5.420,3.889,3.038,3.000,22.315,42.021,4.051,812.987,34.081
