 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_DMSO-for-BFA_3_soma.tif:cell body:1,172.377,58.342,35.640,10.000,5.000,251.000,0.000,0.000,10056.870,57.000,194572.000,0,0.000
2,MAX_DMSO-for-BFA_3_soma.tif:nucleus:1,62.955,85.527,25.462,75.000,44.000,251.000,0.000,0.000,5384.353,80.000,104172.000,0,0.000
3,MAX_DMSO-for-BFA_3_soma.tif:cytoplasm:1,109.422,42.702,30.957,10.000,5.000,183.000,0.000,0.000,4672.518,34.000,90400.000,0,0.000
4,MAX_DMSO-for-BFA_3_soma.tif:dendrite 1:1,0.879,17.036,4.947,10.780,10.752,25.253,0.000,0.000,14.969,16.318,289.613,0,3.828
5,MAX_DMSO-for-BFA_3_soma.tif:dendrite 1 background:1,0.879,4.320,0.381,4.168,3.317,5.000,0.000,0.000,3.796,4.330,73.438,0,3.828
6,MAX_DMSO-for-BFA_3_soma.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,79.117,5.911,0.155,3.000,3.000,1,0.000
7,MAX_DMSO-for-BFA_3_soma.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,81.391,8.185,0.207,4.000,4.000,1,0.000
8,MAX_DMSO-for-BFA_3_soma.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,79.117,5.911,0.155,3.000,3.000,1,0.000
9,MAX_DMSO-for-BFA_3_soma.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,81.391,8.185,0.207,4.000,4.000,1,0.000
10,MAX_DMSO-for-BFA_3_soma.tif:AIS:1,5.014,27.524,7.888,24.867,13.745,55.927,0.000,0.000,137.997,26.588,2669.847,0,21.970
11,MAX_DMSO-for-BFA_3_soma.tif:AIS background:1,5.014,4.534,1.506,3.623,3.010,12.515,0.000,0.000,22.733,4.181,439.828,0,21.970
