 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_DMSO-for-H89_5_BOTH.tif:cell body:1,303.404,46.020,45.944,7.000,3.000,241.000,13962.609,24.000,270137.000,0.000
2,MAX_DMSO-for-H89_5_BOTH.tif:nucleus:1,61.663,119.531,27.554,114.000,65.000,241.000,7370.586,115.000,142600.000,0.000
3,MAX_DMSO-for-H89_5_BOTH.tif:cytoplasm:1,241.741,27.269,26.934,7.000,3.000,208.000,6592.023,17.000,127537.000,0.000
4,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 1:1,1.809,22.672,5.808,18.611,14.316,35.666,41.014,20.607,793.506,7.806
5,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 1 background:1,1.809,5.584,2.108,6.489,3.031,10.566,10.101,5.033,195.433,7.806
6,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 2:1,0.879,10.773,3.326,9.697,5.374,17.085,9.466,10.124,183.134,3.664
7,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 2 background:1,0.879,3.746,0.576,3.003,3.000,4.733,3.292,3.534,63.683,3.664
8,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 3:1,0.930,8.205,4.741,5.379,4.026,17.611,7.633,5.545,147.682,3.953
9,MAX_DMSO-for-H89_5_BOTH.tif:dendrite 3 background:1,0.930,4.064,0.528,3.293,3.290,4.881,3.781,4.037,73.151,3.953
10,MAX_DMSO-for-H89_5_BOTH.tif:AIS:1,4.859,24.423,12.725,15.517,8.225,65.659,118.661,20.009,2295.748,21.221
11,MAX_DMSO-for-H89_5_BOTH.tif:AIS background:1,4.859,4.187,0.869,3.293,3.000,7.551,20.343,4.051,393.571,21.221
12,MAX_DMSO-for-H89_5_BOTH.tif:axon:1,15.765,19.248,9.268,12.267,6.806,61.630,303.433,16.382,5870.579,69.158
13,MAX_DMSO-for-H89_5_BOTH.tif:axon background:1,15.765,4.188,1.254,3.019,3.000,12.826,66.029,3.912,1277.469,69.158
14,MAX_DMSO-for-H89_5_BOTH.tif:growth cone:1,58.096,9.029,4.882,5.000,3.000,64.000,524.573,8.000,10149.000,0.000
15,MAX_DMSO-for-H89_5_BOTH.tif:growth cone background:1,58.096,3.877,1.004,3.000,3.000,9.000,225.253,4.000,4358.000,0.000
