 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-clof_2_GC.tif:growth cone:1,44.451,8.173,4.408,5,3,37,363.309,7,7029
2,MAX_DMSO-for-clof_2_GC.tif:growth cone background:1,44.451,4.048,1.283,3,3,15,179.923,4,3481
