 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_GCA_2_BOTH.tif:cell body:1,514.856,34.903,36.374,5.000,3.000,191.000,17970.120,16.000,347671.000,0.000
2,MAX_GCA_2_BOTH.tif:nucleus:1,71.380,93.900,24.911,85.000,32.000,182.000,6702.582,89.000,129676.000,0.000
3,MAX_GCA_2_BOTH.tif:cytoplasm:1,443.476,25.407,28.031,5.000,3.000,191.000,11267.538,12.000,217995.000,0.000
4,MAX_GCA_2_BOTH.tif:dendrite 1:1,2.223,8.972,2.640,7.460,4.206,14.956,19.941,8.251,385.811,9.682
5,MAX_GCA_2_BOTH.tif:dendrite 1 background:1,2.223,4.078,0.647,3.710,3.118,5.801,9.063,3.913,175.352,9.682
6,MAX_GCA_2_BOTH.tif:dendrite 2:1,2.481,14.992,6.472,7.661,5.140,32.601,37.195,14.267,719.626,10.817
7,MAX_GCA_2_BOTH.tif:dendrite 2 background:1,2.481,4.645,1.003,4.011,3.071,7.485,11.525,4.544,222.984,10.817
8,MAX_GCA_2_BOTH.tif:dendrite 3:1,2.791,10.820,5.585,7.598,4.349,34.596,30.200,9.192,584.279,12.278
9,MAX_GCA_2_BOTH.tif:dendrite 3 background:1,2.791,4.895,1.812,4.003,3.010,11.927,13.663,4.508,264.344,12.278
10,MAX_GCA_2_BOTH.tif:AIS:1,8.528,42.649,12.788,42.945,14.919,73.013,363.723,42.806,7037.013,37.453
11,MAX_GCA_2_BOTH.tif:AIS background:1,8.528,4.033,0.903,3.011,3.000,8.667,34.393,3.886,665.409,37.453
12,MAX_GCA_2_BOTH.tif:axon:1,19.744,40.410,12.464,44.916,12.259,77.319,797.880,40.342,15436.721,86.819
13,MAX_GCA_2_BOTH.tif:axon background:1,19.744,4.164,0.864,3.990,3.000,9.110,82.224,4.009,1590.794,86.819
14,MAX_GCA_2_BOTH.tif:growth cone:1,84.715,13.541,7.730,7.000,3.000,58.000,1147.093,11.000,22193.000,0.000
15,MAX_GCA_2_BOTH.tif:growth cone background:1,84.715,4.103,1.157,3.000,3.000,12.000,347.596,4.000,6725.000,0.000
