 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BFA_2_GC.tif:growth cone:1,142.605,12.149,8.406,5,3,74,1732.501,9,33519
2,MAX_BFA_2_GC.tif:growth cone background:1,142.605,3.910,1.651,3,3,48,557.601,4,10788
