 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_H89_2_BOTH.tif:cell body:1,306.246,57.004,50.880,15.000,4.000,254.000,17457.125,34.000,337746.000,0.000
2,MAX_H89_2_BOTH.tif:nucleus:1,56.908,137.908,26.901,122.000,70.000,250.000,7848.020,134.000,151837.000,0.000
3,MAX_H89_2_BOTH.tif:cytoplasm:1,249.339,38.538,34.343,15.000,4.000,254.000,9609.105,27.000,185909.000,0.000
4,MAX_H89_2_BOTH.tif:dendrite 1:1,3.566,27.110,8.392,17.138,15.789,48.680,96.685,26.227,1870.574,15.655
5,MAX_H89_2_BOTH.tif:dendrite 1 background:1,3.566,4.893,4.042,4.029,3.000,34.000,17.451,4.018,337.632,15.655
6,MAX_H89_2_BOTH.tif:dendrite 2:1,6.461,10.466,5.353,5.715,3.866,30.914,67.623,8.979,1308.304,28.241
7,MAX_H89_2_BOTH.tif:dendrite 2 background:1,6.461,3.911,0.667,3.006,3.000,6.187,25.268,3.884,488.861,28.241
8,MAX_H89_2_BOTH.tif:dendrite 3:1,6.513,18.892,6.719,12.471,6.959,50.381,123.033,17.843,2380.332,28.529
9,MAX_H89_2_BOTH.tif:dendrite 3 background:1,6.513,4.186,1.146,3.019,3.000,12.751,27.263,4.001,527.454,28.529
10,MAX_H89_2_BOTH.tif:AIS:1,5.996,26.383,8.823,16.050,10.290,55.658,158.183,25.918,3060.403,26.345
11,MAX_H89_2_BOTH.tif:AIS background:1,5.996,4.257,0.999,3.993,3.000,9.434,25.522,4.000,493.777,26.345
12,MAX_H89_2_BOTH.tif:axon:1,23.104,20.522,8.220,18.065,5.879,47.754,474.150,19.697,9173.456,101.664
13,MAX_H89_2_BOTH.tif:axon background:1,23.104,4.337,1.746,3.031,3.000,18.727,100.204,4.012,1938.669,101.664
14,MAX_H89_2_BOTH.tif:growth cone:1,11.888,32.330,20.037,12.000,6.000,107.000,384.346,29.000,7436.000,0.000
15,MAX_H89_2_BOTH.tif:growth cone background:1,11.888,4.383,1.355,4.000,3.000,15.000,52.101,4.000,1008.000,0.000
