 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-clof_6_GC.tif:growth cone:1,16.437,11.796,6.681,6,4,40,193.878,10,3751
2,MAX_DMSO-for-clof_6_GC.tif:growth cone background:1,16.437,4.016,1.275,3,3,11,66.004,4,1277
