 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-GCA_1_GC.tif:growth cone:1,145.913,9.902,5.979,5,3,78,1444.862,8,27954
2,MAX_DMSO-for-GCA_1_GC.tif:growth cone background:1,145.913,3.740,1.012,3,3,12,545.765,3,10559
