 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_GCA_6_BOTH.tif:cell body:1,235.900,42.018,38.939,7.000,3.000,201.000,0.000,0.000,9911.991,25.000,191769.000,0,0.000
2,MAX_GCA_6_BOTH.tif:nucleus:1,51.015,94.432,29.593,72.000,29.000,201.000,0.000,0.000,4817.448,89.000,93204.000,0,0.000
3,MAX_GCA_6_BOTH.tif:cytoplasm:1,184.885,27.555,26.942,7.000,3.000,201.000,0.000,0.000,5094.543,17.000,98565.000,0,0.000
4,MAX_GCA_6_BOTH.tif:dendrite 1:1,1.240,7.166,2.681,6.931,4.187,12.307,0.000,0.000,8.890,6.930,171.989,0,5.272
5,MAX_GCA_6_BOTH.tif:dendrite 1 background:1,1.240,3.979,0.633,3.166,3.162,5.356,0.000,0.000,4.935,3.979,95.485,0,5.272
6,MAX_GCA_6_BOTH.tif:dendrite 2:1,0.000,6.000,0.000,6.000,6.000,6.000,57.974,51.835,0.310,6.000,6.000,1,0.000
7,MAX_GCA_6_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,60.247,54.109,0.155,3.000,3.000,1,0.000
8,MAX_GCA_6_BOTH.tif:dendrite 3:1,0.000,6.000,0.000,6.000,6.000,6.000,57.974,51.835,0.310,6.000,6.000,1,0.000
9,MAX_GCA_6_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,60.247,54.109,0.155,3.000,3.000,1,0.000
10,MAX_GCA_6_BOTH.tif:AIS:1,5.375,26.154,7.979,21.211,10.388,54.019,0.000,0.000,140.591,25.793,2720.036,0,23.608
11,MAX_GCA_6_BOTH.tif:AIS background:1,5.375,4.010,0.833,3.010,3.000,8.000,0.000,0.000,21.553,3.899,416.990,0,23.608
12,MAX_GCA_6_BOTH.tif:axon:1,39.644,19.426,9.671,11.091,4.000,97.090,0.000,0.000,770.120,17.875,14899.646,0,174.271
13,MAX_GCA_6_BOTH.tif:axon background:1,39.644,4.772,3.192,3.976,3.000,48.435,0.000,0.000,189.184,4.195,3660.171,0,174.271
14,MAX_GCA_6_BOTH.tif:growth cone:1,17.574,10.874,6.735,5.000,3.000,38.000,0.000,0.000,191.087,9.000,3697.000,0,0.000
15,MAX_GCA_6_BOTH.tif:growth cone background:1,17.574,4.121,1.210,4.000,3.000,13.000,0.000,0.000,72.414,4.000,1401.000,0,0.000
