 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_DMSO-for-H89_1_GC.tif:growth cone:1,51.480,16.124,13.579,10,3,106,830.095,12,16060
2,MAX_DMSO-for-H89_1_GC.tif:growth cone background:1,51.480,3.831,1.892,3,3,41,197.238,3,3816
