 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_clof_6_GC.tif:growth cone:1,117.071,7.457,3.578,5,3,34,872.996,6,16890
2,MAX_clof_6_GC.tif:growth cone background:1,117.071,3.746,0.980,3,3,11,438.565,3,8485
