 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_BFA_5_BOTH.tif:cell body:1,596.263,29.176,31.685,5.000,3.000,200.000,17396.651,13.000,336576.000,0.000
2,MAX_BFA_5_BOTH.tif:nucleus:1,71.793,88.138,20.799,91.000,40.000,200.000,6327.747,85.000,122424.000,0.000
3,MAX_BFA_5_BOTH.tif:cytoplasm:1,524.469,21.105,23.262,5.000,3.000,149.000,11068.905,11.000,214152.000,0.000
4,MAX_BFA_5_BOTH.tif:dendrite 1:1,3.980,11.064,4.808,4.376,4.322,31.936,44.035,10.503,851.956,17.384
5,MAX_BFA_5_BOTH.tif:dendrite 1 background:1,3.980,3.908,0.604,3.024,3.000,5.498,15.554,3.813,300.918,17.384
6,MAX_BFA_5_BOTH.tif:dendrite 2:1,3.980,10.118,3.503,9.409,4.899,21.048,40.269,9.596,779.100,17.316
7,MAX_BFA_5_BOTH.tif:dendrite 2 background:1,3.980,3.937,0.650,3.006,3.000,6.161,15.669,3.858,303.147,17.316
8,MAX_BFA_5_BOTH.tif:dendrite 3:1,2.739,7.425,4.027,4.346,4.169,22.370,20.340,5.825,393.513,11.985
9,MAX_BFA_5_BOTH.tif:dendrite 3 background:1,2.739,4.228,0.765,4.926,3.000,6.298,11.583,4.179,224.102,11.985
10,MAX_BFA_5_BOTH.tif:AIS:1,6.823,24.735,8.334,19.309,12.723,60.215,168.760,23.040,3265.023,29.896
11,MAX_BFA_5_BOTH.tif:AIS background:1,6.823,4.082,0.756,3.008,3.000,6.883,27.852,3.928,538.863,29.896
12,MAX_BFA_5_BOTH.tif:axon:1,19.073,26.796,8.371,30.335,9.449,53.821,511.059,25.533,9887.551,83.784
13,MAX_BFA_5_BOTH.tif:axon background:1,19.073,4.562,1.520,4.005,3.000,11.437,87.001,4.136,1683.222,83.784
14,MAX_BFA_5_BOTH.tif:growth cone:1,121.982,7.830,5.046,5.000,3.000,53.000,955.075,6.000,18478.000,0.000
15,MAX_BFA_5_BOTH.tif:growth cone background:1,121.982,3.873,0.978,3.000,3.000,13.000,472.420,4.000,9140.000,0.000
