 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_clof_1_BOTH.tif:cell body:1,193.827,18.512,15.149,7.000,3.000,120.000,3588.070,14.000,69419.000,0.000
2,MAX_clof_1_BOTH.tif:nucleus:1,54.788,20.059,11.363,15.000,6.000,120.000,1099.024,18.000,21263.000,0.000
3,MAX_clof_1_BOTH.tif:cytoplasm:1,139.038,17.902,16.364,6.000,3.000,111.000,2489.046,12.000,48156.000,0.000
4,MAX_clof_1_BOTH.tif:dendrite 1:1,4.032,6.965,1.747,5.018,3.980,14.400,28.082,6.634,543.304,17.638
5,MAX_clof_1_BOTH.tif:dendrite 1 background:1,4.032,4.129,0.837,3.017,3.009,7.200,16.647,3.945,322.078,17.638
6,MAX_clof_1_BOTH.tif:dendrite 2:1,4.238,5.639,1.471,4.290,3.437,13.141,23.900,5.433,462.404,18.559
7,MAX_clof_1_BOTH.tif:dendrite 2 background:1,4.238,4.120,1.101,4.008,3.000,10.937,17.460,3.939,337.802,18.559
8,MAX_clof_1_BOTH.tif:dendrite 3:1,4.393,5.046,0.981,3.996,3.198,8.245,22.170,4.913,428.928,19.254
9,MAX_clof_1_BOTH.tif:dendrite 3 background:1,4.393,3.619,0.541,3.005,3.000,5.780,15.899,3.554,307.599,19.254
10,MAX_clof_1_BOTH.tif:AIS:1,4.393,16.240,5.312,9.149,8.992,35.788,71.348,15.519,1380.377,19.275
11,MAX_clof_1_BOTH.tif:AIS background:1,4.393,3.995,0.594,3.322,3.005,5.852,17.550,3.948,339.548,19.275
12,MAX_clof_1_BOTH.tif:axon:1,7.081,14.442,4.882,12.664,7.226,35.352,102.265,13.282,1978.547,31.025
13,MAX_clof_1_BOTH.tif:axon background:1,7.081,4.159,1.130,3.984,3.000,10.996,29.451,3.991,569.788,31.025
14,MAX_clof_1_BOTH.tif:growth cone:1,161.264,8.573,6.211,5.000,3.000,88.000,1382.476,7.000,26747.000,0.000
15,MAX_clof_1_BOTH.tif:growth cone background:1,161.264,3.987,1.330,3.000,3.000,40.000,642.988,4.000,12440.000,0.000
