 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:cell body:3,226.958,2185.053,1179.932,272.404,122.000,4175.000,495915.793,2308.000,9594568.000,0.000
2,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:nucleus:3,73.189,3357.480,463.227,3653.166,1678.000,4175.000,245730.542,3489.500,4754191.000,0.000
3,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:cytoplasm:3,153.769,1627.017,993.500,269.123,122.000,3709.000,250185.250,1725.000,4840377.000,0.000
4,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 1:3,7.598,750.678,171.928,726.442,428.157,1321.269,5703.656,722.000,110349.606,33.330
5,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 1 background:3,7.598,5.410,7.021,1.951,0.000,39.960,41.105,2.492,795.267,33.330
6,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 2:3,8.942,449.317,161.578,452.665,213.327,897.914,4017.736,408.236,77731.835,39.289
7,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 2 background:3,8.942,17.622,32.620,0.334,0.000,170.824,157.571,3.660,3048.559,39.289
8,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 3:3,7.029,511.683,131.406,423.102,315.736,871.000,3596.849,490.100,69588.865,30.775
9,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:dendrite 3 background:3,7.029,23.141,55.401,1.913,0.000,326.519,162.671,4.653,3147.218,30.775
10,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:AIS:3,6.926,220.061,53.646,169.890,125.454,355.264,1524.158,214.934,29488.148,30.339
11,SUM_40bdcd48-fde0-4d54-99ab-09963b21eed3.tif:AIS background:3,6.926,18.790,45.573,0.454,0.000,232.628,130.143,0.477,2517.893,30.339
