 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_af6f6bce-76e6-49a4-a3ec-a995cdb34aed.tif:growth cone:1,3.928,85.408,28.432,60.869,36,155,335.501,81.500,6491.000
2,SUM_af6f6bce-76e6-49a4-a3ec-a995cdb34aed.tif:growth cone background:1,3.928,88.013,29.448,67.250,37,165,345.735,86.000,6689.000
