 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_33cd098e-e265-4b45-8f67-17d9ec8e5669.tif:growth cone:1,13.645,245.348,68.705,201.410,130,492,3347.880,234.000,64772
2,SUM_33cd098e-e265-4b45-8f67-17d9ec8e5669.tif:growth cone background:1,13.645,206.837,80.555,128.277,73,607,2822.376,188.500,54605
