 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_b796a67c-99bd-4673-b953-a3ea250e5e93.tif:growth cone:1,5.375,317.510,103.882,228.746,114,584,1706.761,331.000,33021
2,SUM_b796a67c-99bd-4673-b953-a3ea250e5e93.tif:growth cone background:1,5.375,87.596,47.484,33.521,20,321,470.870,77.500,9110
