 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_8a576043-f5d7-47a4-828a-dcd7b34a9c68.tif:growth cone:1,7.856,138.645,109.689,63.887,14,608,1089.255,104,21074
2,SUM_8a576043-f5d7-47a4-828a-dcd7b34a9c68.tif:growth cone background:1,7.856,106.967,118.550,52.559,25,855,840.381,69,16259
