 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_4ded3e13-dbae-4ece-bdf7-66763670e9dc.tif:growth cone:1,9.614,8.688,5.010,8.041,0,23,83.526,8,1616
2,SUM_4ded3e13-dbae-4ece-bdf7-66763670e9dc.tif:growth cone background:1,9.614,0.608,1.376,0.014,0,7,5.841,0,113
