 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_9c9bca04-4df6-4797-9e28-a07c1fd0f31d.tif:growth cone:1,6.771,15.496,6.903,12.965,4,38,104.925,14,2030
2,SUM_9c9bca04-4df6-4797-9e28-a07c1fd0f31d.tif:growth cone background:1,6.771,7.947,3.148,6.014,1,18,53.806,8,1041
