 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_82f63c3e-ba38-4b4f-8f28-5a222e574778.tif:growth cone:1,12.198,12.525,6.408,12.020,0,34,152.787,12,2956
2,SUM_82f63c3e-ba38-4b4f-8f28-5a222e574778.tif:growth cone background:1,12.198,6.051,4.456,2.994,0,21,73.809,5,1428
