 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_58ac8d39-29de-42e9-8dbc-7b73970d3dd3.tif:growth cone:1,6.151,40.261,19.277,35.869,5,114,247.633,37,4791
2,SUM_58ac8d39-29de-42e9-8dbc-7b73970d3dd3.tif:growth cone background:1,6.151,11.975,10.556,4.027,1,51,73.654,8,1425
