 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:cell body:1,446.112,650.221,404.136,333.170,60.000,2087.000,290071.287,545.000,5612059.000,0.000
2,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:nucleus:1,102.702,1091.205,337.056,1042.176,441.000,2087.000,112069.352,1034.000,2168225.000,0.000
3,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:cytoplasm:1,343.409,518.337,320.392,295.422,60.000,2036.000,178001.935,423.000,3443834.000,0.000
4,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 1:1,6.978,233.998,136.087,125.455,65.687,812.064,1632.781,213.261,31589.697,30.706
5,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 1 background:1,6.978,176.117,136.936,269.028,17.189,828.141,1228.901,153.927,23775.756,30.706
6,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 2:1,10.234,277.601,63.836,241.905,148.549,456.925,2840.987,263.441,54965.062,44.881
7,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 2 background:1,10.234,146.267,79.846,82.928,33.280,391.307,1496.906,119.488,28960.893,44.881
8,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 3:1,6.461,284.416,61.260,246.660,147.700,444.000,1837.581,282.353,35551.995,28.390
9,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:dendrite 3 background:1,6.461,97.712,69.298,48.076,12.240,323.222,631.305,69.696,12213.968,28.390
10,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:AIS:1,8.012,187.950,63.515,159.324,70.530,379.798,1505.762,187.155,29132.234,35.058
11,SUM_8a066ec4-b950-4445-a1f6-462bdf1bad18.tif:AIS background:1,8.012,102.515,53.097,42.782,26.172,244.243,821.300,92.077,15889.838,35.058
