 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_68298b0a-739a-43c3-b67c-80ccdc0ce7cd.tif:growth cone:1,3.153,34.639,18.297,15.998,10,93,109.215,30,2113
2,SUM_68298b0a-739a-43c3-b67c-80ccdc0ce7cd.tif:growth cone background:1,3.153,25.246,12.510,13.982,7,62,79.598,21,1540
