 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_3d8a7d41-407f-4bad-bd14-9192f03a7338.tif:growth cone:1,4.497,4.724,3.656,3.031,0,16,21.243,4,411.000
2,SUM_3d8a7d41-407f-4bad-bd14-9192f03a7338.tif:growth cone background:1,4.497,1.161,1.598,0.014,0,7,5.220,0,101.000
