ROI,X,Y
1,0,10
1,24,2
2,2,18
2,87,12
2,144,9
2,171,4
3,6,33
3,32,29
3,40,25
3,37,20
3,27,15
3,26,11
3,34,10
3,37,8
3,37,3
3,35,2
4,4,36
4,36,38
4,43,42
4,69,43
4,86,51
4,159,59
4,170,64
4,220,68
4,244,76
4,255,76
4,278,83
5,250,0
5,242,4
6,252,17
6,266,20
6,288,29
6,301,38
7,6,48
7,12,51
7,54,52
7,93,58
8,91,24
8,91,29
8,76,30
8,72,34
8,72,38
9,89,41
9,73,48
9,88,50
10,6,103
10,58,106
10,71,107
10,95,109
10,182,116
10,280,122
11,7,101
11,34,108
11,96,114
12,84,116
12,91,119
12,90,148
12,93,152
12,93,158
12,96,163
12,92,168
12,94,176
13,12,152
13,5,151
13,16,146
13,49,140
14,42,130
14,13,136
14,13,140
14,2,147
15,136,126
15,162,127
15,164,128
15,171,140
15,231,154
15,246,154
15,267,162
16,176,4
16,171,98
16,168,102
16,154,111
16,154,122
17,284,84
17,232,88
17,226,98
17,217,101
17,214,110
18,161,166
18,134,167
18,134,171
18,144,172
18,183,177
19,134,2
19,136,105
19,137,173
20,58,5
20,56,174
