 ,Area,Mean,Min,Max,Length,file
1,0.336,8.845,2.705,13.790,2.934,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
2,0.207,19.390,6.527,31.048,1.789,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
3,0.090,6.887,4.178,9.888,0.714,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
4,0.801,5.253,2.025,11.423,7.057,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
5,0.646,8.190,3.382,21.380,5.680,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
6,0.065,9.257,4.678,12.162,0.540,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
7,0.711,5.923,2.262,12.097,6.244,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
8,0.142,8.108,6.539,9.731,1.232,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
9,0.168,8.489,3.958,10.796,1.399,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
10,0.207,7.497,3.850,10.373,1.709,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
11,0.362,7.802,3.095,23.720,3.129,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
12,0.103,9.183,5.342,10.248,0.839,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
13,0.052,9.393,5.956,11.787,0.449,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
14,0.052,9.314,4.380,15.572,0.351,8ade453b-f7d3-4608-ac34-ed9656ae53a0.tif
