 ,Area,Mean,Min,Max,Length,file
1,0.452,63.744,37.238,116.482,3.954,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
2,0.233,74.870,45.499,110.228,2.034,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
3,0.258,67.589,37.746,110.343,2.225,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
4,0.633,64.896,17.767,180.465,5.490,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
5,0.375,51.967,17.104,131.436,3.199,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
6,0.401,66.045,41.087,113.886,3.490,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
7,0.711,65.190,21.247,133.406,6.180,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
8,0.039,57.928,40.323,73.814,0.248,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
9,0.039,90.188,47.045,128.530,0.241,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
10,0.491,57.648,32.836,93.862,4.273,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
11,0.116,143.713,75.654,247.215,0.999,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
12,0.491,77.219,4.253,164.867,4.246,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
13,0.439,139.027,69.067,213.125,3.859,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
14,0.039,66.434,43.963,83.572,0.302,b042edee-5a23-47d0-92fc-0bde613a9d1f.tif
