 ,Area,Mean,Min,Max,Length,file
1,0.078,107.384,43.661,140.550,0.569,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
2,0.078,147.510,88.151,217.200,0.645,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
3,0.788,78.682,32.380,215.975,6.915,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
4,0.349,148.790,72.697,250.071,2.965,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
5,0.207,53.175,32.774,97.388,1.778,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
6,0.052,117.803,75.795,142.396,0.407,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
7,0.039,161.087,85.734,218.936,0.241,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
8,0.052,136.321,84.785,161.976,0.360,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
9,0.620,123.882,34.723,247.443,5.379,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
10,0.711,83.833,36.656,219.723,6.155,4c1f8f3d-d493-43fd-9d93-70f09cd7e6c2.tif
