 ,Area,Mean,Min,Max,Length,file
1,0.478,24.605,14.130,72.126,4.131,e39b3abf-797a-44e8-9028-859784c12315.tif
2,0.142,75.499,41.107,134.281,1.191,e39b3abf-797a-44e8-9028-859784c12315.tif
3,0.090,50.779,20.805,97.660,0.732,e39b3abf-797a-44e8-9028-859784c12315.tif
4,0.905,38.495,14.809,89.669,7.880,e39b3abf-797a-44e8-9028-859784c12315.tif
5,0.129,68.383,39.572,98.702,1.068,e39b3abf-797a-44e8-9028-859784c12315.tif
6,0.762,41.430,10.007,114.559,6.676,e39b3abf-797a-44e8-9028-859784c12315.tif
7,0.607,53.321,30.852,89.212,5.272,e39b3abf-797a-44e8-9028-859784c12315.tif
8,0.168,91.843,52.931,119.998,1.468,e39b3abf-797a-44e8-9028-859784c12315.tif
9,0.026,64.993,46.487,83.499,0.219,e39b3abf-797a-44e8-9028-859784c12315.tif
10,0.039,71.806,57.106,85.530,0.332,e39b3abf-797a-44e8-9028-859784c12315.tif
11,0.039,63.974,44.235,80.537,0.307,e39b3abf-797a-44e8-9028-859784c12315.tif
12,0.788,37.608,17.194,86.265,6.843,e39b3abf-797a-44e8-9028-859784c12315.tif
