 ,Area,Mean,Min,Max,Length,file
1,0.142,40.595,24.098,62.144,1.182,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
2,0.181,26.665,12.817,44.473,1.498,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
3,0.258,28.513,17.066,78.954,2.266,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
4,0.168,56.616,34.002,78.909,1.476,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
5,0.233,53.048,17.647,120.356,1.995,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
6,0.142,52.054,34.822,77.902,1.186,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
7,0.129,89.362,33.586,149.070,1.085,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
8,0.207,67.476,21.626,105.229,1.716,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
9,0.065,54.301,24.734,84.115,0.495,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
10,0.155,81.958,43.442,127.055,1.285,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
11,0.052,51.834,22.077,86.962,0.359,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
12,0.039,59.877,41.638,76.201,0.331,591b87de-83ef-4b31-8303-a2e14a7fce29.tif
